Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
-0.9520972068613222,-0.7454410594826583,1.7383701332168267,0.4064540971499301,0.32210606833962163
-0.0515177209393851,-0.20420096463889467,1.979348432777849,-1.6193000650367457,-1.1139644169570049
-0.44744072001436286,1.668401611885044,-0.143372474128259,-0.6191909007289915,-0.7694334715160752
0.5767460214464063,0.12652592015140082,-1.3014889745468878,2.207427435184995,0.5227424693294461
0.46564475579567166,0.7249152254312674,1.4958265255071754,0.7465805919132322,-1.1009852550119785
-1.4103012039757414,-0.7476513167568657,-0.9848676058067952,-0.7485686811115597,0.2403672755381153
-1.855637465778675,-1.7794548037788152,-2.750224262804752,-0.2341575520335854,-0.6959811757511152
-1.7741340597003785,2.3616012613445574,0.034993084250264705,-0.34464168992909333,-0.7250322920002201
1.0396061706393185,-0.24172804234919934,-0.11290535603055929,-1.6606957842380219,0.013538549131415922
0.3373741225843868,-0.9266229763090222,0.27574740654708635,0.3708523267005212,1.1743071450747158
-2.032292481351275,0.5825082923976922,-0.7211757978721955,-1.7024236003920186,0.7676414696279585
0.3706790523044486,2.0754593544259525,0.12775769010218385,1.7998894513072268,1.2383663535714824
0.9137569517560475,0.46626803222349394,0.12503965793278324,-0.19765091956042516,-0.7280349195115273
-0.6103134190041756,-0.8730489704010171,0.15646903437688525,0.2865520650221626,0.8677177976187546
1.2675179118016804,2.1078399772002325,-0.23608944968760393,-0.2320818305889872,-1.0781394083723959
1.1631845372789253,0.5224900743623023,1.8443652137065174,0.695564006638134,-0.18168920391829987
-0.42226065427428694,1.0117204390315002,-0.06675741475549353,-0.15606389017136837,1.5834647376943805
-0.7865939814363581,0.5115600814006266,1.441440497786219,-0.8369077355907482,0.4598720058045697
-1.4267003757321972,-0.5567297495706027,0.17983988499909392,-2.1444638754310845,-0.7270889857497592
0.3074181264655503,-0.3875387622271542,-0.8035220832609435,0.9389892314883054,0.4378194712191004
1.1410915758675868,0.1714517731982449,-1.5495788358717775,-0.9740234817077378,-1.0491106048288226
-0.46483438104207364,-0.4905598871189222,1.0007456974882618,2.1485141912835237,1.4324092556998351
-0.13335333356230628,0.0057740525571169194,-0.6676208106991799,-0.9406189148904882,0.9308098118876417
0.04634267175357254,1.3367372394421908,0.2802602800159519,1.4966304645737067,-0.6841516347753389
0.33530100078270253,-1.1285552625331772,-0.13372712129264994,-0.7850392533597353,-0.2359028353981484
-1.4119574945958693,-0.8877612343382443,0.10426710894132228,0.4224960252055358,-0.20072188556858064
-1.4167271319226433,2.2954694476516364,0.8231997643612057,0.8628986978531263,0.061431289544914246
-0.13287838154931245,-0.31048223235385974,0.3152977454138239,-0.7141774153309354,0.9401255522098313
1.0673168188479196,-1.249886576946937,0.32138709810384686,-0.7575161476278045,0.3378615241257699
0.6675209645071554,-1.9093182181014148,-1.844006425235508,0.3738340538834407,1.5097338000247391
0.15947411462979783,-0.8007278333203633,-0.5390447506040743,1.0416195803943922,0.09443589019125635
0.16105240116093625,1.540950307871455,0.4535322886687095,-0.2871559159318085,-1.031899983499122
1.6213234348165098,-1.9724567320371111,-0.24067951455712674,-0.30448120319916905,-0.13973320955066082
1.3603175561029806,0.7410732734523487,0.0885185103733558,-1.35339632100267,0.3784088033766745
-0.8108865759360823,1.4591407998299135,-0.027540764546945824,0.00985259606259537,-0.3099946753648837
0.09005601070509248,-0.1851128804295578,1.672834049222523,0.11699668628032656,-1.0379389257110767
0.1938015317195221,-0.5474511584192208,-0.9071238650487508,0.16841519202188074,1.0251040742332966
1.271039492031887,-2.6573147050649806,0.6709068558605431,-0.41734603968497375,1.3600895520189185
-1.3386952823648695,-0.07978120783133337,0.8900942677565564,-0.46028317089236864,-0.33665606473293164
-1.2744178914661926,-0.07877032924929,-0.8857258649690111,-1.9868294420280534,0.02363256297837662
-0.20936790188369822,-0.3235265704571591,-0.052034752902540414,-0.12000961506326363,0.03119318377340684
0.3794698436776568,0.3041076120361065,-0.009397675527046132,-0.7876070105551478,-0.2439554902797589
0.5403870135409035,-0.0444574773895266,1.105394268094984,-0.5848987504994155,-0.592706689574886
0.6071197449236385,1.7385951459784246,-0.4566792969269225,-1.2757772092561555,-0.36944785791250523
0.0817962610264088,0.25365965762949744,0.015523179632070956,-1.7470727330138154,-0.6315217624776248
